683
    271089.958	tabling
    758200.159	Graininess
     60028.277	stipulated
    171588.751	jubilee
    532676.411	Classics
    336886.596	neoplasm
    213291.587	Exceeded
    179904.158	extolled
    395172.396	placidly
    413458.317	mental
    880556.061	variability
     670298.49	engorged
    228756.455	lunatic
    381519.443	process
    136953.094	Lampoon
     144540.13	Intuitive
    775094.587	wearies
     15873.911	barrages
    892398.812	associating
    933067.812	mammoths
    805080.977	litres
    405427.998	replications
     659406.42	therefrom
    118299.202	addenda
    125381.387	checkpoint
    631790.551	takes
    189196.916	Laughs
    817724.081	regression
    109912.196	bowstring
    383418.367	Yearns
     685121.99	mistranslating
     186692.48	squeamishly
    333179.414	figurative
    294114.278	teeniest
    276820.443	pertinently
    692913.098	disentangles
    362819.372	laden
    370604.312	stratifying
    657781.607	musk
      8433.965	heartbreak
    672093.878	demonstratively
     56079.211	oceanic
    987969.329	moos
    603239.999	canny
    189075.695	Drunker
    342382.695	crimes
     52241.102	epics
    173443.425	collaborators
    398942.473	Breadline
    700395.017	Unfamiliarity
    800059.234	Doting
    157532.875	sandbank
    557232.514	uninterrupted
    708875.287	steered
    902278.839	Wonderfully
    161811.395	Rhombus
    481515.737	imbecilic
    978727.313	headache
    911201.573	consumerist
     15381.424	Microfarad
     95213.821	commuter
    230786.145	discarding
    554625.306	Digests
     758602.87	mauled
    671677.003	graduate
     48793.712	Solids
    228056.978	capacitor
    480816.281	gravitating
    302027.239	Refits
    350902.292	Fissions
    177796.553	equably
    555125.175	preachings
     639522.74	Introductory
    113943.622	unproved
     783539.46	passing
    545084.715	patriots
    642926.024	connections
    192374.221	glandular
    416424.257	Fearlessly
     24389.766	Practices
    774858.567	despicably
    664139.702	Grasper
    383414.912	larder
    777098.221	disseminating
    428069.717	gummed
    701712.839	hypertension
     915838.82	wooed
    269710.741	prescribe
    142797.089	formalising
    375143.054	previewer
    761614.929	Beam
    161584.404	recurrences
    506025.244	gemini
     54015.328	dugout
    704881.836	patriots
    449409.381	frequent
    249890.546	slays
    935662.934	tends
    128102.262	Guider
    724012.359	glassiest
     765736.94	salvaged
     74487.525	lasso
    347195.186	radiogalaxy
    765409.667	reabsorb
    551526.514	crunch
    356230.937	cant
     266568.08	fetlocks
    767543.326	casts
    807637.068	Crumb
    567857.065	inflow
    599201.396	Instancy
    881912.441	gastropod
     58597.805	Droning
    194632.057	pictographic
    773085.367	reporting
    130256.263	Strolling
    744711.229	turmoils
    860240.757	windsurf
     46679.584	thickness
    511406.327	hoot
    294470.658	verandahs
     50718.272	farmed
    831352.382	ministries
    129780.224	carry
    614835.231	Chew
    870745.421	memorising
    395908.512	onus
    669246.047	overflows
    577065.626	composing
    749994.117	trillion
    184208.875	desiring
    408309.052	sickbed
    931454.003	overlooked
    304423.379	carbonic
    205487.659	Germination
    155683.521	once
     89057.157	uncorrected
    626482.878	Pyres
     11356.761	careerism
    966914.721	Basinful
    346515.898	Geomorphological
    223929.816	sling
    999615.607	diaphragmatic
     71753.982	patronise
    722357.566	wellprepared
    155532.509	trickster
    895955.985	polytechnic
    136230.599	ossification
    593004.644	Maliciousness
     578539.16	cleaner
    527514.108	Cantaloupe
    284569.873	stewardship
    557455.737	outwits
     710076.77	Infix
    606033.988	sensed
    741854.517	mutual
    903272.781	greasing
    748494.235	tiara
    909767.393	blisters
     645754.31	Adjourn
    532902.317	tented
    731503.858	lacklustre
    353211.358	exudes
     27162.919	meow
    349691.236	rebalanced
    156174.698	trauma
    846272.194	exploration
    578519.028	respecting
    348368.665	Cogitate
    482809.579	Orchestrating
    661754.288	Conker
     47661.434	dissidents
    100299.659	crack
    152631.534	repressive
    818600.319	sorceress
    114846.331	degrease
    161736.022	moonshine
    785084.116	Blamelessness
    218906.199	demonstrations
    467340.869	upholstery
    284725.465	liberalised
    436011.216	uplands
     27010.438	Tours
    487717.991	lottery
    541446.118	Imparted
    396214.118	sense
    396609.305	irresistible
    595322.233	irksome
    540757.458	tonality
    614941.016	Restatement
    993504.535	Prang
    459862.715	dilated
    525000.125	Resistances
    156406.983	Algorithmic
    224632.147	Breakwaters
    236033.343	concentrators
    830494.453	melodiously
    848306.741	cockatrice
    950922.197	Beholds
    321735.045	pettishness
    369428.592	sullied
    177348.471	fitters
    922236.747	backpacking
    836243.174	Tuning
    830980.585	landowner
    758393.799	liquify
     181606.38	fashioning
    223225.015	superscript
    894144.799	exasperate
    384399.804	beneath
     58219.662	alpha
    336913.443	congested
    874077.393	fiery
    129233.956	Grotesqueness
    607376.407	extracellular
    963994.211	asymmetries
     442261.64	apparatchiks
     268382.57	slackers
    914134.537	Joiner
    420720.298	groggily
    761798.744	abortive
    159276.683	Illegible
    137522.738	Boggling
    985353.169	screed
    729527.025	undetected
    330958.462	ship
    881221.383	Uvular
    189570.937	Comparably
     869756.05	untreated
    871198.326	option
    308793.251	themselves
    866180.975	scorpion
    219405.146	circuit
    680732.396	dollars
    913973.062	Overlaying
    737042.597	lash
    882874.927	Resorting
    743334.166	motivator
     803712.11	forbids
    768423.258	censures
    320191.856	faceting
    639550.068	Fails
    145548.456	gnarling
    810125.486	interdependent
    521894.843	workhorses
    358846.713	idyllically
    932912.001	arson
    360280.021	decrying
    419920.312	jazzed
    687227.522	Debuggers
    755399.371	Marcher
    966246.015	shaking
    472570.141	Passage
    808503.624	conduction
    590817.026	Oppressively
    882990.491	nears
    620929.873	trooper
    719298.371	malarial
     40176.609	theme
     29999.499	harmony
    574426.568	peasantry
    998454.391	squibs
    189510.469	overcomes
     580270.88	pertness
     96077.352	gig
    173610.192	Sexism
    814587.438	layouts
    500121.716	exorcise
    783329.633	menstruating
     57198.403	isles
    737697.639	Emergent
    931529.612	chestnut
     71603.089	Shutter
    236676.019	nascent
    858087.479	squadrons
    436135.484	thievish
     30695.317	Generality
    475673.911	Irrigation
    887817.688	epistemology
    697227.772	pitiful
    213136.871	socalled
    324840.636	Scuttles
    278139.044	crater
     341038.96	punned
    651162.547	institution
    443373.617	Goldsmiths
     692852.32	deputes
    831007.704	sniffers
    358301.134	overlong
    738074.595	callup
     84461.943	Eatable
    930107.189	rebel
     26087.682	peaceably
    664203.266	Cripplingly
    271376.301	lush
    246887.183	diodes
    729342.303	boldness
    397238.353	enjoin
     900632.05	shopfronts
    958800.699	Democrats
     58993.455	essen
    646713.956	Knee
    906793.148	augured
    521648.072	Allegories
     79157.243	teatimes
    976118.395	compressing
    231596.336	Ringer
    794618.749	Vision
    819297.534	feathers
    368576.712	thuggery
     98185.569	coupon
     389764.59	visage
    766272.891	Abbreviated
    777778.069	irrefutable
    427095.193	Seraphim
    740794.748	intellect
    509684.243	armada
      63056.88	externalised
    460681.903	swimsuits
    604165.918	grope
    352389.616	Alienation
    633724.789	detailing
    817550.113	potshot
    668149.215	Pattens
    373489.529	cleavage
    946016.017	mangroves
    676534.883	saturday
    338917.423	qualifies
    757825.952	cooker
    388726.698	ethnographic
    199656.716	marriageable
    307942.822	Retributive
    715915.521	brothel
    775615.026	nobleman
     34098.089	circumvent
     860950.14	Charismatically
    144539.826	observable
    941029.317	hydrodynamic
    845873.097	dragonfly
    291749.503	Disorient
     14608.994	Rebounds
     181438.82	bivouac
    928539.132	Extinguishing
    649651.343	brocaded
    489891.629	outstripping
    525264.758	applicable
    779009.829	posy
    627802.544	Genotypes
    772179.544	unhurt
    225884.262	glowworms
     332100.92	lacerated
    548839.009	kilovolt
    344981.571	reversibly
    893785.773	Inscrutable
    383192.172	narrowness
    600910.889	hexadecimal
    526076.401	Explicitly
    301225.744	notifying
    799072.688	stateless
    666130.745	relapsing
    149972.463	thursday
     81246.178	bloodstain
    658831.633	Redhanded
     729789.22	wells
    708985.957	pyramidal
    693322.078	loots
    622089.526	Grandads
    904642.957	lobbyist
      716991.1	imperfection
    502084.684	Plasterwork
    193580.765	abet
    442469.021	unbundled
    376198.354	bash
    265629.562	insecticidal
    702528.364	discord
    762583.774	Timeconsuming
    136504.304	saturated
    507175.468	Viewer
    274804.959	Hops
    882762.207	avocado
    271745.536	purports
     81765.337	swimsuits
    729210.461	froth
    401518.056	flimsiest
    379399.678	Nook
    330764.587	throaty
    677192.698	Madras
    468717.712	Here
     675941.91	viol
    136882.929	wetly
    504461.079	unswappable
    119253.701	Outwork
    470267.684	shapely
    892677.463	zealot
     770659.27	factional
     58721.492	Dueller
    878323.931	showers
    335274.426	prized
    337132.471	Impersonated
    942243.117	fraying
    817034.427	Electrically
    791394.888	relinquishing
    229705.844	diploma
    975262.567	Ruffian
    734071.985	commend
    792925.722	spectroscopy
     74877.259	burnt
    805282.369	senate
    548367.319	subtle
    886724.848	Pontificate
    743087.052	Apiece
    185780.682	bumpier
     684119.78	tomtom
    137340.514	righthander
    259756.702	omnibus
    635811.959	heartbeat
      861044.8	Routing
    222629.158	corsets
    673309.172	precessing
    463190.337	cheapened
    404549.897	revamps
     25193.678	Mealy
    260232.857	unhappiest
    353986.004	equipped
    433551.164	transcribers
     845355.39	Painted
    972438.723	postcards
    410141.738	bathing
    414151.112	magnificent
     706624.42	Remediable
    916439.307	tearless
    775247.512	mutely
    514211.448	enfranchisement
    357212.836	jobbing
    104414.387	toffees
     703812.54	Naturalists
    183915.355	gooey
    289971.365	preamp
     273010.09	shiveringly
    340804.861	manageable
    155638.214	garnets
     97653.508	ventilated
    677332.559	dramatist
    332059.392	Thickened
    890778.914	temperament
    177390.344	exploiting
    922503.444	Depth
    312111.362	gyration
    576514.709	misrepresents
    312638.671	Reheat
    289330.765	Congregation
    443014.077	bespeak
    704494.929	ungrammatical
    125307.123	rightful
    624534.313	smacking
    616375.382	protestors
    488654.682	hideousness
    830097.607	turmoils
    270761.656	impotency
    437739.995	ovation
    615740.763	nannies
    804511.687	inflexibly
    459735.763	east
    419907.401	membership
    677460.013	diversity
    684706.892	consented
     44527.932	littleness
    377632.604	neighbourliness
    594085.016	machinery
    245470.022	Cotton
    799349.854	lamps
    555327.724	Preferably
    487527.878	steely
    274722.384	Manipulators
     44979.824	starlet
    673042.241	precocious
     20529.281	ends
    724548.159	Mindful
      540351.2	Typesetting
    326572.817	sawyer
    706740.251	tight
    488156.219	repertoire
    221255.706	blowed
    971720.521	brainless
    587230.539	horrifies
    276694.945	mounted
    276585.044	Guilders
    989869.533	disenfranchisement
    101475.801	mysteriously
     585490.98	liquefaction
    633055.535	microfilming
    192225.894	Soiled
    329429.517	trumpeters
    818177.999	stepsons
    559962.547	Tempers
      918253.0	Workings
    781471.593	sketchpad
    941724.936	texturally
    918954.897	esters
    286113.244	Slurry
    124182.158	crumbly
    426033.745	drays
     50640.793	Unenviable
    924074.794	physically
    130680.606	reformulates
    884992.602	periodicals
    381104.466	photons
    420400.258	vitrified
    944483.856	scavenged
     42886.261	rejuvenated
    507164.195	Devaluation
    818129.545	rivalling
    347470.341	upsurge
    813732.631	Spacial
    577082.317	devaluations
     185149.95	Salon
    747685.965	ruff
    568833.274	Itchier
     148252.83	fatally
       19232.2	stipend
    259669.383	eluded
    528233.693	Pleas
    571837.432	egoist
    735282.585	assisted
    105455.613	glibly
     238255.37	transportable
    946431.134	negation
    100999.845	lunatics
    779253.527	leeching
    682347.124	perkier
    908456.643	Beneficiaries
